<ticker>,<date>,<time>,<close>,SMA_value
.NSEBANK,02-02-2022,13:39:00,39186.8,39166.752
.NSEBANK,02-02-2022,13:40:00,39196.4,39166.9145
.NSEBANK,02-02-2022,13:41:00,39192.3,39167.064
.NSEBANK,02-02-2022,13:42:00,39186.1,39167.177
.NSEBANK,02-02-2022,13:43:00,39181.6,39167.373
.NSEBANK,02-02-2022,13:44:00,39200.6,39167.638
.NSEBANK,02-02-2022,13:45:00,39199.7,39167.917
.NSEBANK,02-02-2022,13:46:00,39189.7,39168.25
.NSEBANK,02-02-2022,13:47:00,39188.4,39168.529
.NSEBANK,02-02-2022,13:48:00,39188.6,39168.8075
.NSEBANK,02-02-2022,13:49:00,39188.6,39169.044
.NSEBANK,02-02-2022,13:50:00,39198,39169.336
.NSEBANK,02-02-2022,13:51:00,39190.8,39169.491
.NSEBANK,02-02-2022,13:52:00,39139.9,39169.4565
