<ticker>,<date>,<time>,<close>,SMA_value
.NSEBANK,03-02-2022,10:32:00,39166.9,39255.208
.NSEBANK,03-02-2022,10:33:00,39188,39255.2125
.NSEBANK,03-02-2022,10:34:00,39201.4,39255.3815
.NSEBANK,03-02-2022,10:35:00,39204.9,39255.423
.NSEBANK,03-02-2022,10:36:00,39215.4,39255.4335
.NSEBANK,03-02-2022,10:37:00,39223,39255.619
.NSEBANK,03-02-2022,10:38:00,39206.4,39255.7315
.NSEBANK,03-02-2022,10:39:00,39200.6,39255.773
.NSEBANK,03-02-2022,10:40:00,39228.4,39255.967
.NSEBANK,03-02-2022,10:41:00,39246.4,39256.272
.NSEBANK,03-02-2022,10:42:00,39246.9,39256.57
.NSEBANK,03-02-2022,10:43:00,39236.6,39256.819
.NSEBANK,03-02-2022,10:44:00,39237.4,39257.024
.NSEBANK,03-02-2022,10:45:00,39235.1,39257.238
.NSEBANK,03-02-2022,10:46:00,39235.1,39257.483
.NSEBANK,03-02-2022,10:47:00,39245.6,39257.803
.NSEBANK,03-02-2022,10:48:00,39243.4,39258.017
.NSEBANK,03-02-2022,10:49:00,39254.7,39258.292
.NSEBANK,03-02-2022,10:50:00,39264.5,39258.666
.NSEBANK,03-02-2022,10:51:00,39252.8,39258.988
.NSEBANK,03-02-2022,10:52:00,39236.4,39259.227
.NSEBANK,03-02-2022,10:53:00,39234.3,39259.4555
.NSEBANK,03-02-2022,10:54:00,39239.4,39259.6625
.NSEBANK,03-02-2022,10:55:00,39246.2,39259.9395
.NSEBANK,03-02-2022,10:56:00,39261.7,39260.5485
.NSEBANK,03-02-2022,10:57:00,39269.1,39261.231
.NSEBANK,03-02-2022,10:58:00,39279.9,39261.944
.NSEBANK,03-02-2022,10:59:00,39256.4,39262.3985
.NSEBANK,03-02-2022,11:00:00,39250.3,39262.8645
.NSEBANK,03-02-2022,11:01:00,39252.4,39263.3395
.NSEBANK,03-02-2022,11:02:00,39270,39263.929
.NSEBANK,03-02-2022,11:03:00,39259.1,39264.442
.NSEBANK,03-02-2022,11:04:00,39245.3,39264.8465
.NSEBANK,03-02-2022,11:05:00,39246.7,39265.1055
.NSEBANK,03-02-2022,11:06:00,39238.6,39265.3695
.NSEBANK,03-02-2022,11:07:00,39233.9,39265.58
.NSEBANK,03-02-2022,11:08:00,39229.8,39265.865
.NSEBANK,03-02-2022,11:09:00,39217.9,39266.054
.NSEBANK,03-02-2022,11:10:00,39230.3,39266.336
.NSEBANK,03-02-2022,11:11:00,39225.9,39266.5865
.NSEBANK,03-02-2022,11:12:00,39232.9,39266.868
.NSEBANK,03-02-2022,11:13:00,39228.8,39267.482
.NSEBANK,03-02-2022,11:14:00,39232.4,39268.0625
.NSEBANK,03-02-2022,11:15:00,39213.8,39268.329
.NSEBANK,03-02-2022,11:16:00,39200.3,39268.362
.NSEBANK,03-02-2022,11:17:00,39196.4,39268.0555
.NSEBANK,03-02-2022,11:18:00,39184.6,39267.7355
.NSEBANK,03-02-2022,11:19:00,39199.7,39267.3895
.NSEBANK,03-02-2022,11:20:00,39221.4,39267.2645
.NSEBANK,03-02-2022,11:21:00,39217.9,39267.166
.NSEBANK,03-02-2022,11:22:00,39206.4,39266.976
.NSEBANK,03-02-2022,11:23:00,39201.8,39266.7905
.NSEBANK,03-02-2022,11:24:00,39186.8,39266.4955
.NSEBANK,03-02-2022,11:25:00,39189.6,39266.3105
.NSEBANK,03-02-2022,11:26:00,39196.2,39266.141
.NSEBANK,03-02-2022,11:27:00,39197,39265.981
.NSEBANK,03-02-2022,11:28:00,39207.4,39265.789
.NSEBANK,03-02-2022,11:29:00,39237.8,39265.734
.NSEBANK,03-02-2022,11:30:00,39261.1,39265.775
.NSEBANK,03-02-2022,11:31:00,39264.4,39265.7655
.NSEBANK,03-02-2022,11:32:00,39256.9,39265.6695
.NSEBANK,03-02-2022,11:33:00,39252.4,39265.467
.NSEBANK,03-02-2022,11:34:00,39252.9,39265.3985
.NSEBANK,03-02-2022,11:35:00,39262.8,39265.342
.NSEBANK,03-02-2022,11:36:00,39241.1,39265.082
.NSEBANK,03-02-2022,11:37:00,39240.4,39264.826
.NSEBANK,03-02-2022,11:38:00,39232.4,39264.352
.NSEBANK,03-02-2022,11:39:00,39206.8,39263.768
.NSEBANK,03-02-2022,11:40:00,39205.6,39263.003
.NSEBANK,03-02-2022,11:41:00,39195.9,39262.212
.NSEBANK,03-02-2022,11:42:00,39194.8,39261.393
.NSEBANK,03-02-2022,11:43:00,39208.6,39260.6345
.NSEBANK,03-02-2022,11:44:00,39213.1,39259.911
.NSEBANK,03-02-2022,11:45:00,39196.4,39259.049
.NSEBANK,03-02-2022,11:46:00,39183.1,39258.1555
.NSEBANK,03-02-2022,11:47:00,39173.2,39257.3065
.NSEBANK,03-02-2022,11:48:00,39186.5,39256.507
.NSEBANK,03-02-2022,11:49:00,39180.1,39255.5455
.NSEBANK,03-02-2022,11:50:00,39168.3,39254.476
.NSEBANK,03-02-2022,11:51:00,39171.4,39253.4805
.NSEBANK,03-02-2022,11:52:00,39163.4,39252.5595
.NSEBANK,03-02-2022,11:53:00,39163.8,39251.683
.NSEBANK,03-02-2022,11:54:00,39163.4,39250.805
.NSEBANK,03-02-2022,11:55:00,39156.1,39249.869
.NSEBANK,03-02-2022,11:56:00,39158.3,39248.985
.NSEBANK,03-02-2022,11:57:00,39156.4,39248.059
.NSEBANK,03-02-2022,11:58:00,39166,39247.161
.NSEBANK,03-02-2022,11:59:00,39178.9,39246.2965
.NSEBANK,03-02-2022,12:00:00,39183.6,39245.4455
.NSEBANK,03-02-2022,12:01:00,39175.3,39244.6105
.NSEBANK,03-02-2022,12:02:00,39157.7,39243.6975
.NSEBANK,03-02-2022,12:03:00,39163.9,39242.852
.NSEBANK,03-02-2022,12:04:00,39172.9,39242.026
.NSEBANK,03-02-2022,12:05:00,39206.4,39241.405
.NSEBANK,03-02-2022,12:06:00,39209.1,39240.805
.NSEBANK,03-02-2022,12:07:00,39213.6,39240.36
.NSEBANK,03-02-2022,12:08:00,39208.4,39239.746
.NSEBANK,03-02-2022,12:09:00,39205.1,39239.125
.NSEBANK,03-02-2022,12:10:00,39182.1,39238.2985
.NSEBANK,03-02-2022,12:11:00,39175.6,39237.4285
.NSEBANK,03-02-2022,12:12:00,39162.1,39236.615
.NSEBANK,03-02-2022,12:13:00,39158.1,39235.7045
.NSEBANK,03-02-2022,12:14:00,39154.1,39234.816
.NSEBANK,03-02-2022,12:15:00,39142.6,39233.906
.NSEBANK,03-02-2022,12:16:00,39169.2,39233.1565
.NSEBANK,03-02-2022,12:17:00,39176.1,39232.4415
.NSEBANK,03-02-2022,12:18:00,39166.6,39231.6025
.NSEBANK,03-02-2022,12:19:00,39176,39230.8335
.NSEBANK,03-02-2022,12:20:00,39201.6,39230.235
.NSEBANK,03-02-2022,12:21:00,39196.1,39229.6205
.NSEBANK,03-02-2022,12:22:00,39189.1,39228.892
.NSEBANK,03-02-2022,12:23:00,39185.1,39228.1155
.NSEBANK,03-02-2022,12:24:00,39186.4,39227.331
.NSEBANK,03-02-2022,12:25:00,39213.2,39226.761
.NSEBANK,03-02-2022,12:26:00,39207.6,39226.2325
.NSEBANK,03-02-2022,12:27:00,39210.3,39225.702
.NSEBANK,03-02-2022,12:28:00,39181.9,39225.046
.NSEBANK,03-02-2022,12:29:00,39201.1,39224.4785
.NSEBANK,03-02-2022,12:30:00,39196.6,39223.9015
.NSEBANK,03-02-2022,12:31:00,39194.4,39223.324
.NSEBANK,03-02-2022,12:32:00,39195,39222.6995
.NSEBANK,03-02-2022,12:33:00,39216.6,39222.0915
.NSEBANK,03-02-2022,12:34:00,39224.6,39221.524
.NSEBANK,03-02-2022,12:35:00,39233.5,39220.8825
.NSEBANK,03-02-2022,12:36:00,39238.2,39220.3565
.NSEBANK,03-02-2022,12:37:00,39257.9,39220.4015
.NSEBANK,03-02-2022,12:38:00,39289,39220.442
.NSEBANK,03-02-2022,12:39:00,39310.1,39220.261
.NSEBANK,03-02-2022,12:40:00,39336.5,39220.3105
.NSEBANK,03-02-2022,12:41:00,39344.1,39220.5315
.NSEBANK,03-02-2022,12:42:00,39365.6,39220.8565
.NSEBANK,03-02-2022,12:43:00,39371,39220.971
.NSEBANK,03-02-2022,12:44:00,39353.9,39221.106
.NSEBANK,03-02-2022,12:45:00,39352.8,39221.3835
.NSEBANK,03-02-2022,12:46:00,39362.4,39221.695
.NSEBANK,03-02-2022,12:47:00,39380,39222.0895
.NSEBANK,03-02-2022,12:48:00,39369.9,39222.4085
.NSEBANK,03-02-2022,12:49:00,39363.9,39222.8185
.NSEBANK,03-02-2022,12:50:00,39377.6,39223.4775
.NSEBANK,03-02-2022,12:51:00,39398.8,39224.226
.NSEBANK,03-02-2022,12:52:00,39393.1,39225.057
.NSEBANK,03-02-2022,12:53:00,39395.5,39225.854
.NSEBANK,03-02-2022,12:54:00,39364.9,39226.4955
.NSEBANK,03-02-2022,12:55:00,39361.9,39227.1385
.NSEBANK,03-02-2022,12:56:00,39328,39227.7805
.NSEBANK,03-02-2022,12:57:00,39334.6,39228.349
.NSEBANK,03-02-2022,12:58:00,39339.7,39229.044
.NSEBANK,03-02-2022,12:59:00,39334.9,39229.6355
.NSEBANK,03-02-2022,13:00:00,39317.6,39229.9745
.NSEBANK,03-02-2022,13:01:00,39299,39230.0525
.NSEBANK,03-02-2022,13:02:00,39325.9,39230.243
.NSEBANK,03-02-2022,13:03:00,39312.5,39230.45
.NSEBANK,03-02-2022,13:04:00,39306.1,39230.746
.NSEBANK,03-02-2022,13:05:00,39312.3,39231.2135
.NSEBANK,03-02-2022,13:06:00,39291.6,39231.647
.NSEBANK,03-02-2022,13:07:00,39307.6,39232.203
.NSEBANK,03-02-2022,13:08:00,39335.4,39232.851
.NSEBANK,03-02-2022,13:09:00,39333.9,39233.473
.NSEBANK,03-02-2022,13:10:00,39337.8,39234.2925
.NSEBANK,03-02-2022,13:11:00,39344.8,39235.1165
.NSEBANK,03-02-2022,13:12:00,39330.3,39235.7245
.NSEBANK,03-02-2022,13:13:00,39312.4,39236.0595
.NSEBANK,03-02-2022,13:14:00,39302,39236.3355
.NSEBANK,03-02-2022,13:15:00,39304.4,39236.533
.NSEBANK,03-02-2022,13:16:00,39302.1,39236.698
.NSEBANK,03-02-2022,13:17:00,39279.8,39236.7255
.NSEBANK,03-02-2022,13:18:00,39274.2,39236.7125
.NSEBANK,03-02-2022,13:19:00,39259.7,39236.6855
.NSEBANK,03-02-2022,13:20:00,39256,39236.62
.NSEBANK,03-02-2022,13:21:00,39236.4,39236.4365
.NSEBANK,03-02-2022,13:22:00,39242.1,39236.304
.NSEBANK,03-02-2022,13:23:00,39243.9,39236.1715
.NSEBANK,03-02-2022,13:24:00,39259.1,39236.0665
.NSEBANK,03-02-2022,13:25:00,39281.4,39236.2235
.NSEBANK,03-02-2022,13:26:00,39282.4,39236.4665
.NSEBANK,03-02-2022,13:27:00,39268.9,39236.6565
.NSEBANK,03-02-2022,13:28:00,39262.9,39236.8345
.NSEBANK,03-02-2022,13:29:00,39272.3,39237.147
.NSEBANK,03-02-2022,13:30:00,39292.8,39237.629
.NSEBANK,03-02-2022,13:31:00,39282.9,39237.973
.NSEBANK,03-02-2022,13:32:00,39288.9,39238.277
.NSEBANK,03-02-2022,13:33:00,39298.4,39238.7345
.NSEBANK,03-02-2022,13:34:00,39281.9,39239.0835
.NSEBANK,03-02-2022,13:35:00,39277.6,39239.4715
.NSEBANK,03-02-2022,13:36:00,39294.7,39239.987
.NSEBANK,03-02-2022,13:37:00,39284.9,39240.4295
.NSEBANK,03-02-2022,13:38:00,39254.3,39240.8245
.NSEBANK,03-02-2022,13:39:00,39226.6,39241.0735
.NSEBANK,03-02-2022,13:40:00,39175.2,39240.938
.NSEBANK,03-02-2022,13:41:00,39180.9,39240.793
.NSEBANK,03-02-2022,13:42:00,39181.5,39240.755
.NSEBANK,03-02-2022,13:43:00,39168.9,39240.6245
.NSEBANK,03-02-2022,13:44:00,39150.9,39240.367
.NSEBANK,03-02-2022,13:45:00,39140.1,39240.0805
.NSEBANK,03-02-2022,13:46:00,39124,39239.7055
.NSEBANK,03-02-2022,13:47:00,39162.9,39239.572
.NSEBANK,03-02-2022,13:48:00,39188.6,39239.6815
.NSEBANK,03-02-2022,13:49:00,39128.4,39239.508
.NSEBANK,03-02-2022,13:50:00,39120.4,39239.301
.NSEBANK,03-02-2022,13:51:00,39124.7,39239.015
.NSEBANK,03-02-2022,13:52:00,39122.1,39238.791
.NSEBANK,03-02-2022,13:53:00,39141.3,39238.5575
.NSEBANK,03-02-2022,13:54:00,39150.4,39238.3025
.NSEBANK,03-02-2022,13:55:00,39173.9,39238.1475
.NSEBANK,03-02-2022,13:56:00,39172.4,39237.9325
.NSEBANK,03-02-2022,13:57:00,39172.4,39237.6795
.NSEBANK,03-02-2022,13:58:00,39167.4,39237.4845
.NSEBANK,03-02-2022,13:59:00,39158.4,39237.2735
.NSEBANK,03-02-2022,14:00:00,39203.7,39237.15
.NSEBANK,03-02-2022,14:01:00,39195.6,39236.896
.NSEBANK,03-02-2022,14:02:00,39198,39236.6515
.NSEBANK,03-02-2022,14:03:00,39179.4,39236.3655
.NSEBANK,03-02-2022,14:04:00,39205.3,39236.205
.NSEBANK,03-02-2022,14:05:00,39211.6,39236.0875
.NSEBANK,03-02-2022,14:06:00,39168.7,39235.7555
.NSEBANK,03-02-2022,14:07:00,39175.7,39235.406
.NSEBANK,03-02-2022,14:08:00,39192.9,39235.1535
.NSEBANK,03-02-2022,14:09:00,39198.8,39234.874
.NSEBANK,03-02-2022,14:10:00,39183.4,39234.4685
.NSEBANK,03-02-2022,14:11:00,39176.9,39234.089
.NSEBANK,03-02-2022,14:12:00,39172.1,39233.7675
.NSEBANK,03-02-2022,14:13:00,39190.4,39233.548
.NSEBANK,03-02-2022,14:14:00,39185.9,39233.2805
.NSEBANK,03-02-2022,14:15:00,39177.7,39232.938
.NSEBANK,03-02-2022,14:16:00,39185.6,39232.5575
.NSEBANK,03-02-2022,14:17:00,39157,39231.997
.NSEBANK,03-02-2022,14:18:00,39158.3,39231.389
.NSEBANK,03-02-2022,14:19:00,39146.4,39230.839
.NSEBANK,03-02-2022,14:20:00,39142.1,39230.298
.NSEBANK,03-02-2022,14:21:00,39157.3,39229.8225
.NSEBANK,03-02-2022,14:22:00,39146.1,39229.203
.NSEBANK,03-02-2022,14:23:00,39150.9,39228.662
.NSEBANK,03-02-2022,14:24:00,39162.8,39228.2495
.NSEBANK,03-02-2022,14:25:00,39176.1,39227.8965
.NSEBANK,03-02-2022,14:26:00,39203.1,39227.719
.NSEBANK,03-02-2022,14:27:00,39195.4,39227.5265
.NSEBANK,03-02-2022,14:28:00,39186.8,39227.3115
.NSEBANK,03-02-2022,14:29:00,39185,39227.147
.NSEBANK,03-02-2022,14:30:00,39201.2,39227.0015
.NSEBANK,03-02-2022,14:31:00,39204.6,39226.895
.NSEBANK,03-02-2022,14:32:00,39197.8,39226.7195
.NSEBANK,03-02-2022,14:33:00,39185.4,39226.5025
.NSEBANK,03-02-2022,14:34:00,39160.5,39226.143
.NSEBANK,03-02-2022,14:35:00,39144.8,39225.798
.NSEBANK,03-02-2022,14:36:00,39154.9,39225.571
.NSEBANK,03-02-2022,14:37:00,39173.6,39225.457
.NSEBANK,03-02-2022,14:38:00,39165.8,39225.363
.NSEBANK,03-02-2022,14:39:00,39154.8,39225.1385
.NSEBANK,03-02-2022,14:40:00,39140.3,39224.733
.NSEBANK,03-02-2022,14:41:00,39148.7,39224.387
.NSEBANK,03-02-2022,14:42:00,39129.6,39224.003
.NSEBANK,03-02-2022,14:43:00,39131.4,39223.651
.NSEBANK,03-02-2022,14:44:00,39149,39223.462
.NSEBANK,03-02-2022,14:45:00,39136.8,39223.198
.NSEBANK,03-02-2022,14:46:00,39134.3,39222.8885
.NSEBANK,03-02-2022,14:47:00,39158.7,39222.697
.NSEBANK,03-02-2022,14:48:00,39167.4,39222.497
.NSEBANK,03-02-2022,14:49:00,39161.7,39222.1165
.NSEBANK,03-02-2022,14:50:00,39148.6,39221.554
.NSEBANK,03-02-2022,14:51:00,39133.1,39220.8975
.NSEBANK,03-02-2022,14:52:00,39133.9,39220.2825
.NSEBANK,03-02-2022,14:53:00,39116.6,39219.6035
.NSEBANK,03-02-2022,14:54:00,39119.7,39218.9375
.NSEBANK,03-02-2022,14:55:00,39117.6,39218.2115
.NSEBANK,03-02-2022,14:56:00,39098.9,39217.5005
.NSEBANK,03-02-2022,14:57:00,39067.1,39216.634
.NSEBANK,03-02-2022,14:58:00,39069.6,39215.82
.NSEBANK,03-02-2022,14:59:00,39082.7,39215.1995
.NSEBANK,03-02-2022,15:00:00,39115,39214.7465
.NSEBANK,03-02-2022,15:01:00,39115.5,39214.3445
.NSEBANK,03-02-2022,15:02:00,39138.9,39214.065
.NSEBANK,03-02-2022,15:03:00,39105.6,39213.55
.NSEBANK,03-02-2022,15:04:00,39088.7,39212.928
.NSEBANK,03-02-2022,15:05:00,39068.9,39212.2905
.NSEBANK,03-02-2022,15:06:00,39049.9,39211.6245
.NSEBANK,03-02-2022,15:07:00,39050.9,39211.013
.NSEBANK,03-02-2022,15:08:00,39052.6,39210.3435
.NSEBANK,03-02-2022,15:09:00,39073.8,39209.812
.NSEBANK,03-02-2022,15:10:00,39060.6,39209.2735
.NSEBANK,03-02-2022,15:11:00,39055.7,39208.695
.NSEBANK,03-02-2022,15:12:00,39064.4,39208.2
.NSEBANK,03-02-2022,15:13:00,39049.2,39207.627
.NSEBANK,03-02-2022,15:14:00,39063.9,39207.1295
.NSEBANK,03-02-2022,15:15:00,39052.4,39206.611
.NSEBANK,03-02-2022,15:16:00,39053.8,39206.0885
.NSEBANK,03-02-2022,15:17:00,39042.4,39205.5185
.NSEBANK,03-02-2022,15:18:00,39013.2,39204.7545
.NSEBANK,03-02-2022,15:19:00,38970.5,39203.7125
.NSEBANK,03-02-2022,15:20:00,38974.4,39202.6665
.NSEBANK,03-02-2022,15:21:00,38940.9,39201.4945
.NSEBANK,03-02-2022,15:22:00,38949.9,39200.4555
.NSEBANK,03-02-2022,15:23:00,38925,39199.261
.NSEBANK,03-02-2022,15:24:00,38877.6,39197.7845
.NSEBANK,03-02-2022,15:25:00,38895.6,39196.2305
.NSEBANK,03-02-2022,15:26:00,38865.1,39194.5105
.NSEBANK,03-02-2022,15:27:00,38876.2,39192.8235
.NSEBANK,03-02-2022,15:28:00,38888.5,39191.224
.NSEBANK,03-02-2022,15:29:00,38885.3,39189.625
.NSEBANK,04-02-2022,09:15:00,39045.9,39188.944
.NSEBANK,04-02-2022,09:16:00,38984.1,39187.9865
.NSEBANK,04-02-2022,09:17:00,39022.9,39187.2905
.NSEBANK,04-02-2022,09:18:00,38995.1,39186.4755
.NSEBANK,04-02-2022,09:19:00,38979.2,39185.601
.NSEBANK,04-02-2022,09:20:00,38960.4,39184.69
.NSEBANK,04-02-2022,09:21:00,39007.3,39183.8805
.NSEBANK,04-02-2022,09:22:00,39076.6,39183.383
.NSEBANK,04-02-2022,09:23:00,39102.1,39183.0605
.NSEBANK,04-02-2022,09:24:00,39165.7,39183.009
.NSEBANK,04-02-2022,09:25:00,39183.3,39182.9175
.NSEBANK,04-02-2022,09:26:00,39186.1,39182.8675
.NSEBANK,04-02-2022,09:27:00,39218.3,39183.0135
.NSEBANK,04-02-2022,09:28:00,39213.5,39183.1555
.NSEBANK,04-02-2022,09:29:00,39199.6,39183.2215
.NSEBANK,04-02-2022,09:30:00,39189.1,39183.101
.NSEBANK,04-02-2022,09:31:00,39219.6,39183.161
.NSEBANK,04-02-2022,09:32:00,39269.6,39183.4575
.NSEBANK,04-02-2022,09:33:00,39243.9,39183.7675
.NSEBANK,04-02-2022,09:34:00,39229.6,39183.91
.NSEBANK,04-02-2022,09:35:00,39174.3,39183.7985
.NSEBANK,04-02-2022,09:36:00,39188.9,39183.771
.NSEBANK,04-02-2022,09:37:00,39202.1,39183.8065
.NSEBANK,04-02-2022,09:38:00,39216.9,39183.808
.NSEBANK,04-02-2022,09:39:00,39221.9,39183.7945
.NSEBANK,04-02-2022,09:40:00,39226.9,39183.7615
.NSEBANK,04-02-2022,09:41:00,39222.3,39183.682
.NSEBANK,04-02-2022,09:42:00,39215.3,39183.469
.NSEBANK,04-02-2022,09:43:00,39211.8,39183.083
.NSEBANK,04-02-2022,09:44:00,39216.4,39182.6145
.NSEBANK,04-02-2022,09:45:00,39204.6,39181.955
.NSEBANK,04-02-2022,09:46:00,39193.1,39181.2
.NSEBANK,04-02-2022,09:47:00,39213.8,39180.441
.NSEBANK,04-02-2022,09:48:00,39263.8,39179.905
.NSEBANK,04-02-2022,09:49:00,39255.7,39179.414
.NSEBANK,04-02-2022,09:50:00,39242.4,39178.862
.NSEBANK,04-02-2022,09:51:00,39262.9,39178.3645
.NSEBANK,04-02-2022,09:52:00,39250.4,39177.7165
.NSEBANK,04-02-2022,09:53:00,39248.4,39177.109
.NSEBANK,04-02-2022,09:54:00,39254.9,39176.564
.NSEBANK,04-02-2022,09:55:00,39253.8,39175.945
.NSEBANK,04-02-2022,09:56:00,39248.8,39175.195
.NSEBANK,04-02-2022,09:57:00,39216.9,39174.314
.NSEBANK,04-02-2022,09:58:00,39201.4,39173.3435
.NSEBANK,04-02-2022,09:59:00,39185.1,39172.4445
.NSEBANK,04-02-2022,10:00:00,39183.6,39171.553
.NSEBANK,04-02-2022,10:01:00,39194.4,39170.885
.NSEBANK,04-02-2022,10:02:00,39190.9,39170.1665
.NSEBANK,04-02-2022,10:03:00,39179.1,39169.3635
.NSEBANK,04-02-2022,10:04:00,39173.4,39168.556
.NSEBANK,04-02-2022,10:05:00,39157.6,39167.756
.NSEBANK,04-02-2022,10:06:00,39109.5,39166.8085
.NSEBANK,04-02-2022,10:07:00,39121.8,39165.788
.NSEBANK,04-02-2022,10:08:00,39146.3,39164.957
.NSEBANK,04-02-2022,10:09:00,39121.3,39164.033
.NSEBANK,04-02-2022,10:10:00,39098.3,39162.963
.NSEBANK,04-02-2022,10:11:00,39089.5,39161.9525
.NSEBANK,04-02-2022,10:12:00,39059.9,39160.714
.NSEBANK,04-02-2022,10:13:00,39073.6,39159.405
.NSEBANK,04-02-2022,10:14:00,39077.4,39158.1225
.NSEBANK,04-02-2022,10:15:00,39079.1,39156.829
.NSEBANK,04-02-2022,10:16:00,39070,39155.455
.NSEBANK,04-02-2022,10:17:00,39048.1,39154.044
.NSEBANK,04-02-2022,10:18:00,39033.4,39152.649
.NSEBANK,04-02-2022,10:19:00,38995.6,39151.117
.NSEBANK,04-02-2022,10:20:00,38987.1,39149.5305
.NSEBANK,04-02-2022,10:21:00,39007.3,39148.0565
.NSEBANK,04-02-2022,10:22:00,38999,39146.6525
.NSEBANK,04-02-2022,10:23:00,39008.4,39145.3235
.NSEBANK,04-02-2022,10:24:00,39014.9,39144.0995
.NSEBANK,04-02-2022,10:25:00,39016.3,39142.901
.NSEBANK,04-02-2022,10:26:00,39034.9,39141.8935
.NSEBANK,04-02-2022,10:27:00,39065.3,39141.0095
.NSEBANK,04-02-2022,10:28:00,39022.9,39139.9045
.NSEBANK,04-02-2022,10:29:00,39033.2,39138.775
.NSEBANK,04-02-2022,10:30:00,39057.9,39137.6575
.NSEBANK,04-02-2022,10:31:00,39061.1,39136.551
.NSEBANK,04-02-2022,10:32:00,39067.1,39135.542
.NSEBANK,04-02-2022,10:33:00,39072.8,39134.5915
.NSEBANK,04-02-2022,10:34:00,39055.1,39133.5055
.NSEBANK,04-02-2022,10:35:00,38985.6,39131.9695
.NSEBANK,04-02-2022,10:36:00,38991.8,39130.514
.NSEBANK,04-02-2022,10:37:00,38978.6,39128.9625
.NSEBANK,04-02-2022,10:38:00,38979.6,39127.3685
.NSEBANK,04-02-2022,10:39:00,39001.5,39125.9665
.NSEBANK,04-02-2022,10:40:00,38989.9,39124.528
.NSEBANK,04-02-2022,10:41:00,38996.6,39123.0375
.NSEBANK,04-02-2022,10:42:00,39000.7,39121.6165
.NSEBANK,04-02-2022,10:43:00,39001.9,39120.3545
.NSEBANK,04-02-2022,10:44:00,38974.2,39119.0925
.NSEBANK,04-02-2022,10:45:00,38924.7,39117.84
.NSEBANK,04-02-2022,10:46:00,38929.7,39116.584
.NSEBANK,04-02-2022,10:47:00,38937.5,39115.364
.NSEBANK,04-02-2022,10:48:00,38915.1,39114.095
.NSEBANK,04-02-2022,10:49:00,38960.1,39113.141
.NSEBANK,04-02-2022,10:50:00,38955.4,39112.2175
.NSEBANK,04-02-2022,10:51:00,38974.4,39111.4695
.NSEBANK,04-02-2022,10:52:00,38995.9,39110.6345
.NSEBANK,04-02-2022,10:53:00,38998.4,39109.6835
.NSEBANK,04-02-2022,10:54:00,38988.6,39108.9845
.NSEBANK,04-02-2022,10:55:00,39001.9,39108.392
.NSEBANK,04-02-2022,10:56:00,39015.4,39107.8455
.NSEBANK,04-02-2022,10:57:00,38999.4,39107.232
.NSEBANK,04-02-2022,10:58:00,38995.5,39106.503
.NSEBANK,04-02-2022,10:59:00,39017.1,39105.8365
.NSEBANK,04-02-2022,11:00:00,39022.9,39105.0815
.NSEBANK,04-02-2022,11:01:00,39025.3,39104.346
.NSEBANK,04-02-2022,11:02:00,39002,39103.494
.NSEBANK,04-02-2022,11:03:00,38983.8,39102.576
.NSEBANK,04-02-2022,11:04:00,38966.9,39101.6185
.NSEBANK,04-02-2022,11:05:00,38956.3,39100.3815
.NSEBANK,04-02-2022,11:06:00,38960.9,39099.208
.NSEBANK,04-02-2022,11:07:00,38964.2,39098.039
.NSEBANK,04-02-2022,11:08:00,38977.2,39097.028
.NSEBANK,04-02-2022,11:09:00,38965.4,39095.8285
.NSEBANK,04-02-2022,11:10:00,38981.6,39094.6785
.NSEBANK,04-02-2022,11:11:00,39010.3,39093.8865
.NSEBANK,04-02-2022,11:12:00,39033.4,39093.175
.NSEBANK,04-02-2022,11:13:00,39033.6,39092.3785
.NSEBANK,04-02-2022,11:14:00,39027.3,39091.521
.NSEBANK,04-02-2022,11:15:00,39043.1,39090.8195
.NSEBANK,04-02-2022,11:16:00,39027.6,39090.073
.NSEBANK,04-02-2022,11:17:00,39027.9,39089.352
.NSEBANK,04-02-2022,11:18:00,39005.3,39088.4265
.NSEBANK,04-02-2022,11:19:00,39003.9,39087.5165
.NSEBANK,04-02-2022,11:20:00,39004.8,39086.652
.NSEBANK,04-02-2022,11:21:00,39013.1,39085.7895
.NSEBANK,04-02-2022,11:22:00,39009.8,39085.0535
.NSEBANK,04-02-2022,11:23:00,39015.2,39084.338
.NSEBANK,04-02-2022,11:24:00,38997.8,39083.595
.NSEBANK,04-02-2022,11:25:00,38991.4,39082.8415
.NSEBANK,04-02-2022,11:26:00,39001.6,39082.063
.NSEBANK,04-02-2022,11:27:00,38996.1,39081.313
.NSEBANK,04-02-2022,11:28:00,38996.1,39080.539
.NSEBANK,04-02-2022,11:29:00,38993.2,39079.691
.NSEBANK,04-02-2022,11:30:00,38943.1,39078.526
.NSEBANK,04-02-2022,11:31:00,38932.9,39077.175
.NSEBANK,04-02-2022,11:32:00,38933.1,39075.8635
.NSEBANK,04-02-2022,11:33:00,38931.6,39074.5875
.NSEBANK,04-02-2022,11:34:00,38941.1,39073.368
.NSEBANK,04-02-2022,11:35:00,38914.8,39071.936
.NSEBANK,04-02-2022,11:36:00,38930.4,39070.565
.NSEBANK,04-02-2022,11:37:00,38931.1,39069.2315
.NSEBANK,04-02-2022,11:38:00,38942.6,39068.0175
.NSEBANK,04-02-2022,11:39:00,38938.9,39066.9095
.NSEBANK,04-02-2022,11:40:00,38919.8,39065.7845
.NSEBANK,04-02-2022,11:41:00,38898.8,39064.504
