<ticker>,<date>,<time>,<close>
banknifty_option_contract,2/2/2022,9:58:00,122.55
banknifty_option_contract,2/2/2022,9:59:00,120.3
banknifty_option_contract,2/2/2022,10:00:00,135.65
banknifty_option_contract,2/2/2022,10:01:00,149.15
banknifty_option_contract,2/2/2022,10:02:00,148.4
banknifty_option_contract,2/2/2022,10:03:00,159.95
banknifty_option_contract,2/2/2022,10:04:00,159.05
banknifty_option_contract,2/2/2022,10:05:00,166.55
banknifty_option_contract,2/2/2022,10:06:00,163.45
banknifty_option_contract,2/2/2022,10:07:00,160.45
banknifty_option_contract,2/2/2022,10:08:00,162.5
banknifty_option_contract,2/2/2022,10:09:00,168
banknifty_option_contract,2/2/2022,10:10:00,173.1
banknifty_option_contract,2/2/2022,10:11:00,168.05
banknifty_option_contract,2/2/2022,10:12:00,161.85
banknifty_option_contract,2/2/2022,10:13:00,162.5
banknifty_option_contract,2/2/2022,10:14:00,162.15
banknifty_option_contract,2/2/2022,10:15:00,152.7
banknifty_option_contract,2/2/2022,10:16:00,146.6
banknifty_option_contract,2/2/2022,10:17:00,148.2
banknifty_option_contract,2/2/2022,10:18:00,158.2
banknifty_option_contract,2/2/2022,10:19:00,167.6
banknifty_option_contract,2/2/2022,10:20:00,166.35
banknifty_option_contract,2/2/2022,10:21:00,164.6
banknifty_option_contract,2/2/2022,10:22:00,164.1
banknifty_option_contract,2/2/2022,10:23:00,160.6
banknifty_option_contract,2/2/2022,10:24:00,160.3
banknifty_option_contract,2/2/2022,10:25:00,155.1
banknifty_option_contract,2/2/2022,10:26:00,150
banknifty_option_contract,2/2/2022,10:27:00,155.8
banknifty_option_contract,2/2/2022,10:28:00,157.35
banknifty_option_contract,2/2/2022,10:29:00,157.5
banknifty_option_contract,2/2/2022,10:30:00,155.1
banknifty_option_contract,2/2/2022,10:31:00,159.7
banknifty_option_contract,2/2/2022,10:32:00,155.8
banknifty_option_contract,2/2/2022,10:33:00,154.6
banknifty_option_contract,2/2/2022,10:34:00,153.1
banknifty_option_contract,2/2/2022,10:35:00,143.95
banknifty_option_contract,2/2/2022,10:36:00,143
banknifty_option_contract,2/2/2022,10:37:00,131.35
banknifty_option_contract,2/2/2022,10:38:00,116.95
banknifty_option_contract,2/2/2022,10:39:00,107.8
banknifty_option_contract,2/2/2022,10:40:00,119.3
banknifty_option_contract,2/2/2022,10:41:00,115.95
banknifty_option_contract,2/2/2022,10:42:00,122.65
banknifty_option_contract,2/2/2022,10:43:00,124.75
banknifty_option_contract,2/2/2022,10:44:00,120.8
banknifty_option_contract,2/2/2022,10:45:00,122.1
banknifty_option_contract,2/2/2022,10:46:00,126.4
banknifty_option_contract,2/2/2022,10:47:00,125.55
banknifty_option_contract,2/2/2022,10:48:00,119.65
banknifty_option_contract,2/2/2022,10:49:00,120.5
banknifty_option_contract,2/2/2022,10:50:00,123.1
banknifty_option_contract,2/2/2022,10:51:00,124.9
banknifty_option_contract,2/2/2022,10:52:00,123.35
banknifty_option_contract,2/2/2022,10:53:00,119.5
banknifty_option_contract,2/2/2022,10:54:00,120.2
banknifty_option_contract,2/2/2022,10:55:00,120.95
banknifty_option_contract,2/2/2022,10:56:00,126.4
banknifty_option_contract,2/2/2022,10:57:00,130.6
banknifty_option_contract,2/2/2022,10:58:00,134.15
banknifty_option_contract,2/2/2022,10:59:00,131.9
banknifty_option_contract,2/2/2022,11:00:00,130.2
banknifty_option_contract,2/2/2022,11:01:00,128.05
banknifty_option_contract,2/2/2022,11:02:00,132.1
banknifty_option_contract,2/2/2022,11:03:00,138.45
banknifty_option_contract,2/2/2022,11:04:00,139
banknifty_option_contract,2/2/2022,11:05:00,141.15
banknifty_option_contract,2/2/2022,11:06:00,134
banknifty_option_contract,2/2/2022,11:07:00,135
banknifty_option_contract,2/2/2022,11:08:00,140.15
banknifty_option_contract,2/2/2022,11:09:00,149.8
banknifty_option_contract,2/2/2022,11:10:00,145.1
banknifty_option_contract,2/2/2022,11:11:00,144.75
banknifty_option_contract,2/2/2022,11:12:00,139.6
banknifty_option_contract,2/2/2022,11:13:00,138.45
banknifty_option_contract,2/2/2022,11:14:00,140.45
banknifty_option_contract,2/2/2022,11:15:00,141.15
banknifty_option_contract,2/2/2022,11:16:00,133.2
banknifty_option_contract,2/2/2022,11:17:00,133.25
banknifty_option_contract,2/2/2022,11:18:00,129.3
banknifty_option_contract,2/2/2022,11:19:00,125.8
banknifty_option_contract,2/2/2022,11:20:00,124.3
banknifty_option_contract,2/2/2022,11:21:00,124.3
banknifty_option_contract,2/2/2022,11:22:00,126
banknifty_option_contract,2/2/2022,11:23:00,133.35
banknifty_option_contract,2/2/2022,11:24:00,136.05
banknifty_option_contract,2/2/2022,11:25:00,138.15
banknifty_option_contract,2/2/2022,11:26:00,135.45
banknifty_option_contract,2/2/2022,11:27:00,136.65
banknifty_option_contract,2/2/2022,11:28:00,135.7
banknifty_option_contract,2/2/2022,11:29:00,134.25
banknifty_option_contract,2/2/2022,11:30:00,135.45
banknifty_option_contract,2/2/2022,11:31:00,144.35
banknifty_option_contract,2/2/2022,11:32:00,143
banknifty_option_contract,2/2/2022,11:33:00,139.1
banknifty_option_contract,2/2/2022,11:34:00,139.95
banknifty_option_contract,2/2/2022,11:35:00,140.25
banknifty_option_contract,2/2/2022,11:36:00,144.2
banknifty_option_contract,2/2/2022,11:37:00,142.9
banknifty_option_contract,2/2/2022,11:38:00,136.5
banknifty_option_contract,2/2/2022,11:39:00,140.5
banknifty_option_contract,2/2/2022,11:40:00,140.2
banknifty_option_contract,2/2/2022,11:41:00,144.05
banknifty_option_contract,2/2/2022,11:42:00,143.35
banknifty_option_contract,2/2/2022,11:43:00,145.5
banknifty_option_contract,2/2/2022,11:44:00,146.1
banknifty_option_contract,2/2/2022,11:45:00,162.25
banknifty_option_contract,2/2/2022,11:46:00,158.8
banknifty_option_contract,2/2/2022,11:47:00,167.2
banknifty_option_contract,2/2/2022,11:48:00,168.45
banknifty_option_contract,2/2/2022,11:49:00,170.9
banknifty_option_contract,2/2/2022,11:50:00,170.8
banknifty_option_contract,2/2/2022,11:51:00,173.8
banknifty_option_contract,2/2/2022,11:52:00,175.4
banknifty_option_contract,2/2/2022,11:53:00,174.5
banknifty_option_contract,2/2/2022,11:54:00,176.3
banknifty_option_contract,2/2/2022,11:55:00,176.2
banknifty_option_contract,2/2/2022,11:56:00,171
banknifty_option_contract,2/2/2022,11:57:00,170.6
banknifty_option_contract,2/2/2022,11:58:00,174.55
banknifty_option_contract,2/2/2022,11:59:00,175.1
banknifty_option_contract,2/2/2022,12:00:00,178.15
banknifty_option_contract,2/2/2022,12:01:00,174.85
banknifty_option_contract,2/2/2022,12:02:00,163.85
banknifty_option_contract,2/2/2022,12:03:00,159.8
banknifty_option_contract,2/2/2022,12:04:00,163.15
banknifty_option_contract,2/2/2022,12:05:00,169.2
banknifty_option_contract,2/2/2022,12:06:00,173.4
banknifty_option_contract,2/2/2022,12:07:00,171
banknifty_option_contract,2/2/2022,12:08:00,174.5
banknifty_option_contract,2/2/2022,12:09:00,184.4
banknifty_option_contract,2/2/2022,12:10:00,185.2
banknifty_option_contract,2/2/2022,12:11:00,176
banknifty_option_contract,2/2/2022,12:12:00,167.5
banknifty_option_contract,2/2/2022,12:13:00,165.05
banknifty_option_contract,2/2/2022,12:14:00,157.05
banknifty_option_contract,2/2/2022,12:15:00,156.6
banknifty_option_contract,2/2/2022,12:16:00,166.5
banknifty_option_contract,2/2/2022,12:17:00,174.45
banknifty_option_contract,2/2/2022,12:18:00,183.8
banknifty_option_contract,2/2/2022,12:19:00,184.3
banknifty_option_contract,2/2/2022,12:20:00,178
banknifty_option_contract,2/2/2022,12:21:00,183.35
banknifty_option_contract,2/2/2022,12:22:00,172.85
banknifty_option_contract,2/2/2022,12:23:00,172.75
banknifty_option_contract,2/2/2022,12:24:00,169.75
banknifty_option_contract,2/2/2022,12:25:00,166.1
banknifty_option_contract,2/2/2022,12:26:00,159.85
banknifty_option_contract,2/2/2022,12:27:00,159.1
banknifty_option_contract,2/2/2022,12:28:00,166
banknifty_option_contract,2/2/2022,12:29:00,166.4
banknifty_option_contract,2/2/2022,12:30:00,167.75
banknifty_option_contract,2/2/2022,12:31:00,166.15
banknifty_option_contract,2/2/2022,12:32:00,153.95
banknifty_option_contract,2/2/2022,12:33:00,161.05
banknifty_option_contract,2/2/2022,12:34:00,155.05
banknifty_option_contract,2/2/2022,12:35:00,160.65
banknifty_option_contract,2/2/2022,12:36:00,160.75
banknifty_option_contract,2/2/2022,12:37:00,159.15
banknifty_option_contract,2/2/2022,12:38:00,155.35
banknifty_option_contract,2/2/2022,12:39:00,156.55
banknifty_option_contract,2/2/2022,12:40:00,158.5
banknifty_option_contract,2/2/2022,12:41:00,164.15
banknifty_option_contract,2/2/2022,12:42:00,165.3
banknifty_option_contract,2/2/2022,12:43:00,166.25
banknifty_option_contract,2/2/2022,12:44:00,165.85
banknifty_option_contract,2/2/2022,12:45:00,162.75
banknifty_option_contract,2/2/2022,12:46:00,160.15
banknifty_option_contract,2/2/2022,12:47:00,163.3
banknifty_option_contract,2/2/2022,12:48:00,166.8
banknifty_option_contract,2/2/2022,12:49:00,166.3
banknifty_option_contract,2/2/2022,12:50:00,164.7
banknifty_option_contract,2/2/2022,12:51:00,162.65
banknifty_option_contract,2/2/2022,12:52:00,156.35
banknifty_option_contract,2/2/2022,12:53:00,159.7
banknifty_option_contract,2/2/2022,12:54:00,159.1
banknifty_option_contract,2/2/2022,12:55:00,153.2
banknifty_option_contract,2/2/2022,12:56:00,148.8
banknifty_option_contract,2/2/2022,12:57:00,148.55
banknifty_option_contract,2/2/2022,12:58:00,148
banknifty_option_contract,2/2/2022,12:59:00,144.6
banknifty_option_contract,2/2/2022,13:00:00,149.05
banknifty_option_contract,2/2/2022,13:01:00,150.2
banknifty_option_contract,2/2/2022,13:02:00,152.9
banknifty_option_contract,2/2/2022,13:03:00,151.6
banknifty_option_contract,2/2/2022,13:04:00,148.95
banknifty_option_contract,2/2/2022,13:05:00,148.25
banknifty_option_contract,2/2/2022,13:06:00,147.15
banknifty_option_contract,2/2/2022,13:07:00,133.1
banknifty_option_contract,2/2/2022,13:08:00,138.4
banknifty_option_contract,2/2/2022,13:09:00,141
banknifty_option_contract,2/2/2022,13:10:00,144.85
banknifty_option_contract,2/2/2022,13:11:00,144.35
banknifty_option_contract,2/2/2022,13:12:00,142.4
banknifty_option_contract,2/2/2022,13:13:00,141
banknifty_option_contract,2/2/2022,13:14:00,141.2
banknifty_option_contract,2/2/2022,13:15:00,133.75
banknifty_option_contract,2/2/2022,13:16:00,142
banknifty_option_contract,2/2/2022,13:17:00,146.3
banknifty_option_contract,2/2/2022,13:18:00,149.65
banknifty_option_contract,2/2/2022,13:19:00,152.3
banknifty_option_contract,2/2/2022,13:20:00,162.9
banknifty_option_contract,2/2/2022,13:21:00,160.85
banknifty_option_contract,2/2/2022,13:22:00,158.45
banknifty_option_contract,2/2/2022,13:23:00,155.15
banknifty_option_contract,2/2/2022,13:24:00,147.6
banknifty_option_contract,2/2/2022,13:25:00,147.1
banknifty_option_contract,2/2/2022,13:26:00,146.45
banknifty_option_contract,2/2/2022,13:27:00,145
banknifty_option_contract,2/2/2022,13:28:00,143.65
banknifty_option_contract,2/2/2022,13:29:00,141.25
banknifty_option_contract,2/2/2022,13:30:00,134.05
banknifty_option_contract,2/2/2022,13:31:00,147.85
banknifty_option_contract,2/2/2022,13:32:00,154.9
banknifty_option_contract,2/2/2022,13:33:00,139.6
banknifty_option_contract,2/2/2022,13:34:00,140.75
banknifty_option_contract,2/2/2022,13:35:00,141.3
banknifty_option_contract,2/2/2022,13:36:00,140.9
banknifty_option_contract,2/2/2022,13:37:00,139.65
banknifty_option_contract,2/2/2022,13:38:00,142
banknifty_option_contract,2/2/2022,13:39:00,139.4
banknifty_option_contract,2/2/2022,13:40:00,142.05
banknifty_option_contract,2/2/2022,13:41:00,143.65
banknifty_option_contract,2/2/2022,13:42:00,139.95
banknifty_option_contract,2/2/2022,13:43:00,138.75
banknifty_option_contract,2/2/2022,13:44:00,144
banknifty_option_contract,2/2/2022,13:45:00,144.4
banknifty_option_contract,2/2/2022,13:46:00,142.55
banknifty_option_contract,2/2/2022,13:47:00,140.6
banknifty_option_contract,2/2/2022,13:48:00,141.4
banknifty_option_contract,2/2/2022,13:49:00,142.65
banknifty_option_contract,2/2/2022,13:50:00,145.7
banknifty_option_contract,2/2/2022,13:51:00,141.55
banknifty_option_contract,2/2/2022,13:52:00,124.9
banknifty_option_contract,2/2/2022,13:53:00,125.85
banknifty_option_contract,2/2/2022,13:54:00,125.1
banknifty_option_contract,2/2/2022,13:55:00,133
banknifty_option_contract,2/2/2022,13:56:00,131.2
banknifty_option_contract,2/2/2022,13:57:00,129.3
banknifty_option_contract,2/2/2022,13:58:00,128.15
banknifty_option_contract,2/2/2022,13:59:00,130.1
banknifty_option_contract,2/2/2022,14:00:00,132.6
banknifty_option_contract,2/2/2022,14:01:00,141.15
banknifty_option_contract,2/2/2022,14:02:00,141
banknifty_option_contract,2/2/2022,14:03:00,141.85
banknifty_option_contract,2/2/2022,14:04:00,136
banknifty_option_contract,2/2/2022,14:05:00,138.3
banknifty_option_contract,2/2/2022,14:06:00,135.15
banknifty_option_contract,2/2/2022,14:07:00,134.8
banknifty_option_contract,2/2/2022,14:08:00,135.95
banknifty_option_contract,2/2/2022,14:09:00,113.5
banknifty_option_contract,2/2/2022,14:10:00,114.6
banknifty_option_contract,2/2/2022,14:11:00,126.55
banknifty_option_contract,2/2/2022,14:12:00,136.1
banknifty_option_contract,2/2/2022,14:13:00,163.45
banknifty_option_contract,2/2/2022,14:14:00,167.35
banknifty_option_contract,2/2/2022,14:15:00,171.3
banknifty_option_contract,2/2/2022,14:16:00,160.3
banknifty_option_contract,2/2/2022,14:17:00,154.6
banknifty_option_contract,2/2/2022,14:18:00,155.55
banknifty_option_contract,2/2/2022,14:19:00,152.65
banknifty_option_contract,2/2/2022,14:20:00,155.35
banknifty_option_contract,2/2/2022,14:21:00,152.35
banknifty_option_contract,2/2/2022,14:22:00,150.05
banknifty_option_contract,2/2/2022,14:23:00,152.45
banknifty_option_contract,2/2/2022,14:24:00,153.3
banknifty_option_contract,2/2/2022,14:25:00,155
banknifty_option_contract,2/2/2022,14:26:00,156.4
banknifty_option_contract,2/2/2022,14:27:00,165.05
banknifty_option_contract,2/2/2022,14:28:00,172.25
banknifty_option_contract,2/2/2022,14:29:00,184.4
banknifty_option_contract,2/2/2022,14:30:00,166.6
banknifty_option_contract,2/2/2022,14:31:00,171
banknifty_option_contract,2/2/2022,14:32:00,179.6
banknifty_option_contract,2/2/2022,14:33:00,177.8
banknifty_option_contract,2/2/2022,14:34:00,199.45
banknifty_option_contract,2/2/2022,14:35:00,193.3
banknifty_option_contract,2/2/2022,14:36:00,210
banknifty_option_contract,2/2/2022,14:37:00,205.8
banknifty_option_contract,2/2/2022,14:38:00,205.2
banknifty_option_contract,2/2/2022,14:39:00,207.05
banknifty_option_contract,2/2/2022,14:40:00,202.15
banknifty_option_contract,2/2/2022,14:41:00,207.1
banknifty_option_contract,2/2/2022,14:42:00,204.6
banknifty_option_contract,2/2/2022,14:43:00,191.75
banknifty_option_contract,2/2/2022,14:44:00,193.3
banknifty_option_contract,2/2/2022,14:45:00,205
banknifty_option_contract,2/2/2022,14:46:00,208.1
banknifty_option_contract,2/2/2022,14:47:00,203.85
banknifty_option_contract,2/2/2022,14:48:00,194.65
banknifty_option_contract,2/2/2022,14:49:00,188.65
banknifty_option_contract,2/2/2022,14:50:00,193.4
banknifty_option_contract,2/2/2022,14:51:00,190.35
banknifty_option_contract,2/2/2022,14:52:00,187.25
banknifty_option_contract,2/2/2022,14:53:00,190.15
banknifty_option_contract,2/2/2022,14:54:00,190
banknifty_option_contract,2/2/2022,14:55:00,194.1
banknifty_option_contract,2/2/2022,14:56:00,193.75
banknifty_option_contract,2/2/2022,14:57:00,188
banknifty_option_contract,2/2/2022,14:58:00,187
banknifty_option_contract,2/2/2022,14:59:00,185.55
banknifty_option_contract,2/2/2022,15:00:00,188
banknifty_option_contract,2/2/2022,15:01:00,183.6
banknifty_option_contract,2/2/2022,15:02:00,181
banknifty_option_contract,2/2/2022,15:03:00,174.25
banknifty_option_contract,2/2/2022,15:04:00,179
banknifty_option_contract,2/2/2022,15:05:00,183
banknifty_option_contract,2/2/2022,15:06:00,189.45
banknifty_option_contract,2/2/2022,15:07:00,190.45
banknifty_option_contract,2/2/2022,15:08:00,177.6
banknifty_option_contract,2/2/2022,15:09:00,185.25
banknifty_option_contract,2/2/2022,15:10:00,184.2
banknifty_option_contract,2/2/2022,15:11:00,182.3
banknifty_option_contract,2/2/2022,15:12:00,181.15
banknifty_option_contract,2/2/2022,15:13:00,182.3
banknifty_option_contract,2/2/2022,15:14:00,189.15
banknifty_option_contract,2/2/2022,15:15:00,184.65
banknifty_option_contract,2/2/2022,15:16:00,180.3
banknifty_option_contract,2/2/2022,15:17:00,179.5
banknifty_option_contract,2/2/2022,15:18:00,183.4
banknifty_option_contract,2/2/2022,15:19:00,188.2
banknifty_option_contract,2/2/2022,15:20:00,184.8
banknifty_option_contract,2/2/2022,15:21:00,183
banknifty_option_contract,2/2/2022,15:22:00,177.5
banknifty_option_contract,2/2/2022,15:23:00,177.8
banknifty_option_contract,2/2/2022,15:24:00,182.35
banknifty_option_contract,2/2/2022,15:25:00,186.6
banknifty_option_contract,2/2/2022,15:26:00,189
banknifty_option_contract,2/2/2022,15:27:00,187.25
banknifty_option_contract,2/2/2022,15:28:00,186.25
banknifty_option_contract,2/2/2022,15:29:00,190
banknifty_option_contract,2/2/2022,15:30:00,187.55
banknifty_option_contract,3/2/2022,9:15:00,459.45
banknifty_option_contract,3/2/2022,9:16:00,455.2
banknifty_option_contract,3/2/2022,9:17:00,416.8
banknifty_option_contract,3/2/2022,9:18:00,435.6
banknifty_option_contract,3/2/2022,9:19:00,452.5
banknifty_option_contract,3/2/2022,9:20:00,451
banknifty_option_contract,3/2/2022,9:21:00,427
banknifty_option_contract,3/2/2022,9:22:00,425.7
banknifty_option_contract,3/2/2022,9:23:00,439.75
banknifty_option_contract,3/2/2022,9:24:00,435.6
banknifty_option_contract,3/2/2022,9:25:00,422.75
banknifty_option_contract,3/2/2022,9:26:00,422.9
banknifty_option_contract,3/2/2022,9:27:00,415.45
banknifty_option_contract,3/2/2022,9:28:00,420
banknifty_option_contract,3/2/2022,9:29:00,411.25
banknifty_option_contract,3/2/2022,9:30:00,390.9
banknifty_option_contract,3/2/2022,9:31:00,398
banknifty_option_contract,3/2/2022,9:32:00,388.75
banknifty_option_contract,3/2/2022,9:33:00,391.45
banknifty_option_contract,3/2/2022,9:34:00,388.6
banknifty_option_contract,3/2/2022,9:35:00,390
banknifty_option_contract,3/2/2022,9:36:00,379
banknifty_option_contract,3/2/2022,9:37:00,383.3
banknifty_option_contract,3/2/2022,9:38:00,377.3
banknifty_option_contract,3/2/2022,9:39:00,380
banknifty_option_contract,3/2/2022,9:40:00,392.1
banknifty_option_contract,3/2/2022,9:41:00,406
banknifty_option_contract,3/2/2022,9:42:00,406.05
banknifty_option_contract,3/2/2022,9:43:00,400.25
banknifty_option_contract,3/2/2022,9:44:00,392.1
banknifty_option_contract,3/2/2022,9:45:00,381
banknifty_option_contract,3/2/2022,9:46:00,374.65
banknifty_option_contract,3/2/2022,9:47:00,372.2
banknifty_option_contract,3/2/2022,9:48:00,373.9
banknifty_option_contract,3/2/2022,9:49:00,375.2
banknifty_option_contract,3/2/2022,9:50:00,367.85
banknifty_option_contract,3/2/2022,9:51:00,370.3
banknifty_option_contract,3/2/2022,9:52:00,377.65
banknifty_option_contract,3/2/2022,9:53:00,385.85
banknifty_option_contract,3/2/2022,9:54:00,385.35
banknifty_option_contract,3/2/2022,9:55:00,393.05
banknifty_option_contract,3/2/2022,9:56:00,396.45
banknifty_option_contract,3/2/2022,9:57:00,394
banknifty_option_contract,3/2/2022,9:58:00,401.3
banknifty_option_contract,3/2/2022,9:59:00,399.5
banknifty_option_contract,3/2/2022,10:00:00,391.55
banknifty_option_contract,3/2/2022,10:01:00,396.5
banknifty_option_contract,3/2/2022,10:02:00,395.2
banknifty_option_contract,3/2/2022,10:03:00,395
banknifty_option_contract,3/2/2022,10:04:00,401.05
banknifty_option_contract,3/2/2022,10:05:00,389.15
banknifty_option_contract,3/2/2022,10:06:00,380.7
banknifty_option_contract,3/2/2022,10:07:00,382.8
banknifty_option_contract,3/2/2022,10:08:00,382
banknifty_option_contract,3/2/2022,10:09:00,370
banknifty_option_contract,3/2/2022,10:10:00,364.15
banknifty_option_contract,3/2/2022,10:11:00,366.8
banknifty_option_contract,3/2/2022,10:12:00,371.2
banknifty_option_contract,3/2/2022,10:13:00,371.3
banknifty_option_contract,3/2/2022,10:14:00,368
banknifty_option_contract,3/2/2022,10:15:00,364.35
banknifty_option_contract,3/2/2022,10:16:00,362.45
banknifty_option_contract,3/2/2022,10:17:00,364.15
banknifty_option_contract,3/2/2022,10:18:00,357.3
banknifty_option_contract,3/2/2022,10:19:00,357.2
banknifty_option_contract,3/2/2022,10:20:00,366
banknifty_option_contract,3/2/2022,10:21:00,369.1
banknifty_option_contract,3/2/2022,10:22:00,363.05
banknifty_option_contract,3/2/2022,10:23:00,363.2
banknifty_option_contract,3/2/2022,10:24:00,365.85
banknifty_option_contract,3/2/2022,10:25:00,361.6
banknifty_option_contract,3/2/2022,10:26:00,365.2
banknifty_option_contract,3/2/2022,10:27:00,361.5
banknifty_option_contract,3/2/2022,10:28:00,353.2
banknifty_option_contract,3/2/2022,10:29:00,354.65
banknifty_option_contract,3/2/2022,10:30:00,351.25
banknifty_option_contract,3/2/2022,10:31:00,359.9
banknifty_option_contract,3/2/2022,10:32:00,355.9
banknifty_option_contract,3/2/2022,10:33:00,360.15
banknifty_option_contract,3/2/2022,10:34:00,363
banknifty_option_contract,3/2/2022,10:35:00,362.3
banknifty_option_contract,3/2/2022,10:36:00,363.15
banknifty_option_contract,3/2/2022,10:37:00,366
banknifty_option_contract,3/2/2022,10:38:00,358.1
banknifty_option_contract,3/2/2022,10:39:00,355.05
banknifty_option_contract,3/2/2022,10:40:00,362.45
banknifty_option_contract,3/2/2022,10:41:00,367.55
banknifty_option_contract,3/2/2022,10:42:00,368.15
banknifty_option_contract,3/2/2022,10:43:00,367.25
banknifty_option_contract,3/2/2022,10:44:00,366.6
banknifty_option_contract,3/2/2022,10:45:00,366.7
banknifty_option_contract,3/2/2022,10:46:00,366.95
banknifty_option_contract,3/2/2022,10:47:00,370
banknifty_option_contract,3/2/2022,10:48:00,370.55
banknifty_option_contract,3/2/2022,10:49:00,369.05
banknifty_option_contract,3/2/2022,10:50:00,374.85
banknifty_option_contract,3/2/2022,10:51:00,372.5
banknifty_option_contract,3/2/2022,10:52:00,365
banknifty_option_contract,3/2/2022,10:53:00,365
banknifty_option_contract,3/2/2022,10:54:00,368.45
banknifty_option_contract,3/2/2022,10:55:00,370.7
